epoch;r2;mse;phm
0;0.6698854969100193;596.6390380859375;46028940.0
1;0.725508157431128;496.1083679199219;47595272.0
2;0.7705860764335242;414.6358642578125;80793264.0
3;0.7669067063070045;421.2857666015625;60952884.0
4;0.7559323473242745;441.1205139160156;81139992.0
5;0.6397900423268673;651.03271484375;161782976.0
6;0.7155527687370858;514.1013793945312;73972624.0
7;0.7396938190375255;470.4696044921875;62607272.0
8;0.7592285924436403;435.1629943847656;53356768.0
9;0.7569144982256066;439.3454284667969;50217684.0
10;0.7634153032704253;427.5960998535156;41726864.0
11;0.7112925181536442;521.8012084960938;70030768.0
12;0.7621563379249103;429.87152099609375;59638720.0
13;0.7197546965483352;506.5069885253906;33834824.0
14;0.6826064278920124;573.6476440429688;69708896.0
15;0.6448801050633017;641.8330078125;59991056.0
16;0.7609613982328535;432.0311584472656;91262696.0
17;0.7641191774867008;426.323974609375;42740684.0
18;0.765360031978334;424.081298828125;69559536.0
19;0.6781973779051035;581.616455078125;39755784.0
20;0.7548726729422167;443.0357360839844;25260468.0
21;0.7536164180186953;445.30633544921875;64883808.0
22;0.7359112937582487;477.3060607910156;26140604.0
23;0.7502701415415325;451.354248046875;40979968.0
24;0.7240248596342953;498.7891540527344;32745044.0
25;0.6420351967060759;646.974853515625;70135536.0
26;0.7661756170173764;422.607177734375;48696244.0
27;0.7588115920090082;435.91668701171875;98690112.0
28;0.6923054291194637;556.1179809570312;19526928.0
29;0.7420430001735157;466.2237548828125;139685504.0
30;0.7580035422844037;437.3771057128906;60473288.0
31;0.7093377178513774;525.3342895507812;117534384.0
32;0.7544924720970179;443.722900390625;61844248.0
33;-0.06746550267320783;1929.30517578125;748787.625
34;-0.08980020553617196;1969.6722412109375;778431.3125
35;-0.14170053004791439;2063.47509765625;880901.0625
36;-0.18675018813897215;2144.896484375;994671.6875
37;-0.15316941109158866;2084.203857421875;907991.4375
38;-0.25048117857098484;2260.082275390625;1184238.5
39;-0.12540413337023182;2034.021728515625;844830.875
40;-0.27173143808316125;2298.4892578125;1253963.0
41;-0.11294001276220267;2011.494384765625;819410.1875
42;-0.05448732952043178;1905.848876953125;738034.1875
43;-0.16004405739122274;2096.629150390625;924959.625
44;-0.3420103942005257;2425.50927734375;1506412.75
45;-0.150281805822432;2078.98486328125;901100.5
46;-0.05088409748618772;1899.33642578125;736181.9375
47;-0.19714543956526898;2163.6845703125;1023507.875
48;-0.1585462260218573;2093.921875;921268.25
49;-0.12962100476659488;2041.64306640625;853895.875
