epoch;r2;mse;phm
0;0.7874274581114311;395.4370422363281;64873328.0
1;0.791183053844235;388.4506530761719;49680120.0
2;0.7939637576533445;383.2779235839844;48987624.0
3;0.7985186959575111;374.8045654296875;46859860.0
4;0.7810119313099695;407.37152099609375;55314560.0
5;0.8010932103422235;370.01544189453125;32884454.0
6;0.8155124669582586;343.1920166015625;63232272.0
7;0.8168668866954152;340.6724853515625;48884600.0
8;0.8216478795033122;331.7786865234375;45259668.0
9;0.8264403434407236;322.8634948730469;56724404.0
10;0.7876515809064085;395.0201110839844;39082484.0
11;0.8144345807778941;345.1971435546875;60429624.0
12;0.8060614250282168;360.7732849121094;46579852.0
13;0.8212350552043046;332.5466003417969;45467632.0
14;0.829461575496261;317.2432556152344;70015616.0
15;0.8058750645837714;361.1199645996094;71273648.0
16;0.8055925956851133;361.6454772949219;43073188.0
17;0.8163282033970732;341.6745300292969;35648032.0
18;0.8259036355853947;323.8619079589844;60472408.0
19;0.8277486667987999;320.4297180175781;56780804.0
20;0.8239013945113559;327.5865783691406;62561560.0
21;0.8278076170904425;320.32000732421875;72417264.0
22;0.8240915683536145;327.2328186035156;63031576.0
23;0.8183247790242681;337.9604187011719;63088056.0
24;0.8106115505218019;352.3089904785156;36288524.0
25;0.8130778636222534;347.7209777832031;49903700.0
26;0.7972563688058149;377.15289306640625;47237112.0
27;0.7907183287310722;389.315185546875;48172536.0
28;0.8068784427360328;359.2534484863281;92639904.0
29;0.8232662407152396;328.76812744140625;49933224.0
30;0.806567857115153;359.8312072753906;62842276.0
31;0.8286967557957284;318.6660461425781;45330288.0
32;0.8146132113073499;344.8648376464844;45577032.0
33;0.8243592355131413;326.7348937988281;39074876.0
34;0.8049863731790132;362.77313232421875;40214432.0
35;0.8218925432743309;331.3235168457031;39189920.0
36;0.8194978972286078;335.7781677246094;58628156.0
37;0.829261772359023;317.6149597167969;59475012.0
38;0.8161759683534424;341.9577331542969;37708272.0
39;0.8266051701042428;322.556884765625;64202824.0
40;0.8290769922256727;317.958740234375;58786660.0
41;0.8161069311156781;342.0862121582031;69849848.0
42;0.8165408279108142;341.2790222167969;38156648.0
43;0.7929218082968881;385.21612548828125;42596928.0
44;0.8245660394550427;326.3501892089844;39111528.0
45;0.8283122380125616;319.3813171386719;61151692.0
46;0.8222545390641989;330.6501159667969;36938632.0
47;0.7743114990501503;419.8359375;36520452.0
48;0.8234496893779416;328.4268493652344;34527360.0
49;0.8301683683894792;315.9284362792969;43548920.0
