epoch;r2;mse;phm
0;0.624853738237785;1049.8653564453125;3160927232.0
1;0.6641815492600163;939.8045043945312;4136939008.0
2;0.6366677140951533;1016.803466796875;3950398464.0
3;0.664806481375227;938.0556030273438;5680673792.0
4;0.6508318827408083;977.1643676757812;5237275648.0
5;0.6410093665810179;1004.6531372070312;4159672320.0
6;0.6616801819474754;946.8048706054688;6812400640.0
7;0.6595775620440489;952.6890869140625;5123691008.0
8;0.6070311379460835;1099.7427978515625;3433940480.0
9;0.6545144766024353;966.8583374023438;4705661440.0
10;0.6583223197257161;956.201904296875;4935073792.0
11;0.6617485401089582;946.6134643554688;5587902464.0
12;0.6584854336186817;955.745361328125;3775200768.0
13;0.6185968456193354;1067.375732421875;4070252032.0
14;0.6593658241920977;953.28173828125;4894579200.0
15;0.6587830955235561;954.9124145507812;5726221824.0
16;0.5302877158243937;1314.51318359375;4996819968.0
17;0.6634337548283691;941.8973388671875;6606903808.0
18;0.6474284094593781;986.6891479492188;3948918528.0
19;0.5727125679638534;1195.7850341796875;4227072512.0
20;0.6567780422200636;960.5236206054688;7316727808.0
21;0.649325454065748;981.380126953125;4384782848.0
22;0.5956819853069792;1131.5040283203125;4309550080.0
23;0.6313774893719744;1031.6083984375;4142157824.0
24;0.6082492612554617;1096.3338623046875;4569896448.0
25;0.6305194254333486;1034.009765625;4405086208.0
26;0.6679237971353443;929.3316650390625;3645495040.0
27;0.6602957210721576;950.6793823242188;5462740480.0
28;0.6610660264685466;948.5234985351562;4380487168.0
29;0.6012744397838476;1115.853271484375;3808289792.0
30;0.6608518060752783;949.1229858398438;3564429312.0
31;0.6120659017201457;1085.6529541015625;4042736384.0
32;0.6561997466753458;962.1420288085938;4011356416.0
33;0.6281131623860624;1040.7437744140625;5860104192.0
34;0.6522962947635201;973.0660400390625;4257699328.0
35;0.6010728111999771;1116.41748046875;4158239232.0
36;0.6612066422816669;948.1300048828125;5856347136.0
37;0.6696725817732371;924.4376831054688;6023956480.0
38;0.5913009375632976;1143.7645263671875;3025370880.0
39;0.6331765924922329;1026.573486328125;4431624192.0
40;0.6699401556503632;923.68896484375;4809157632.0
41;0.6452720932825319;992.7235717773438;4498094080.0
42;0.670151869778443;923.0963134765625;6258343936.0
43;0.6703936529489105;922.419677734375;5001462784.0
44;0.6692703715984091;925.5632934570312;5616493056.0
45;0.6129755433103594;1083.1070556640625;3894036736.0
46;0.5100635563103726;1371.1114501953125;4238874624.0
47;0.6247118987394416;1050.2623291015625;4168172800.0
48;0.560089577983646;1231.1109619140625;3798000128.0
49;0.6357129496832;1019.4754028320312;4146918912.0
