epoch;r2;mse;phm
0;0.825344181574605;362.4960021972656;67642160.0
1;0.8273180436834681;358.3992614746094;69815040.0
2;0.8267427309155447;359.59332275390625;96776816.0
3;0.8244935675700154;364.2614440917969;84940208.0
4;0.8317747146719672;349.1495056152344;85181344.0
5;0.8208443518343488;371.8353576660156;53386068.0
6;0.8222779262664129;368.8599853515625;81698960.0
7;0.8223590826286721;368.6915588378906;83643288.0
8;0.8299220081068147;352.9947204589844;90219584.0
9;0.830827548132538;351.1153564453125;82558896.0
10;0.8280334812297385;356.91436767578125;80272976.0
11;0.8177900027885512;378.17462158203125;100111536.0
12;0.8282730135865616;356.4172668457031;101603800.0
13;0.8296186960340939;353.6242980957031;88101800.0
14;0.8265252818284424;360.04461669921875;101045176.0
15;0.8191429096322815;375.36663818359375;93442304.0
16;0.8291708734718494;354.5537109375;105646664.0
17;0.8252674505056237;362.6552429199219;99547216.0
18;0.8286077245295154;355.7225341796875;88968768.0
19;0.8271600557954853;358.72711181640625;69112936.0
20;0.830943410505029;350.8748779296875;104760352.0
21;0.8279955147015321;356.9931640625;103118568.0
22;0.8158221027493924;382.2589111328125;102298208.0
23;0.8283155146711494;356.3290100097656;72968192.0
24;0.8297734187011572;353.3031921386719;69485048.0
25;0.8316053553271928;349.5010070800781;109592448.0
26;0.8299163430537451;353.00653076171875;100735816.0
27;0.8310730470686022;350.60577392578125;110711680.0
28;0.822790587698524;367.7958984375;109442776.0
29;0.8303024720448211;352.2051086425781;87707712.0
30;0.830012200968713;352.8075256347656;97583616.0
31;0.830439512755443;351.92071533203125;82253760.0
32;0.8314871323662901;349.7463684082031;105598440.0
33;0.8210671201533247;371.3729553222656;75901040.0
34;0.8304339453671857;351.9322204589844;84709672.0
35;0.8320536439548435;348.5705871582031;69911832.0
36;0.8296981026999724;353.4595031738281;126227232.0
37;0.8300258224047039;352.779296875;73144832.0
38;0.8325833044678972;347.4712829589844;71042184.0
39;0.8233666143232582;366.60040283203125;133306216.0
40;0.829989707942085;352.85430908203125;85105648.0
41;0.8282250313237226;356.5167541503906;78592376.0
42;0.8245420373063511;364.1607666015625;96966680.0
43;0.828628614632727;355.6791687011719;99227968.0
44;0.8275562966121865;357.90472412109375;74159224.0
45;0.8290245978208439;354.8573303222656;65334008.0
46;0.831092083753203;350.5662841796875;102772152.0
47;0.8240961097698936;365.08636474609375;71327840.0
48;0.8288421873441283;355.2359313964844;81772992.0
49;0.8324257695086851;347.79827880859375;81773688.0
