epoch;r2;mse;phm
0;-2.6149811981850895;10646.802734375;218535477248.0
1;0.5155907446930248;1426.6767578125;4876505600.0
2;0.5634514978268301;1285.7177734375;10566011904.0
3;0.5903776033609147;1206.4154052734375;9386850304.0
4;0.5501225906635574;1324.973876953125;6717881344.0
5;0.609906293407951;1148.8997802734375;14201103360.0
6;0.6076072934854563;1155.6707763671875;10787740672.0
7;0.5971608960769448;1186.437255859375;9016798208.0
8;0.6029997402552956;1169.240966796875;13220149248.0
9;0.6194178442258074;1120.8863525390625;18619140096.0
10;0.5998055165663454;1178.6484375;11706689536.0
11;0.6346191589379445;1076.11572265625;9302872064.0
12;0.636895513403011;1069.411376953125;13754591232.0
13;0.6124775266032849;1141.326904296875;16641061888.0
14;0.5509930811010517;1322.4102783203125;7965312000.0
15;0.6081711935534754;1154.010009765625;8111662080.0
16;0.611188022331065;1145.124755859375;11713508352.0
17;0.6255093569284175;1102.94580078125;12353278976.0
18;0.6312713055965304;1085.975830078125;10747286528.0
19;0.6134291141240218;1138.5244140625;14290883584.0
20;0.6373906776054425;1067.9530029296875;15049645056.0
21;0.623005729954006;1110.3194580078125;20759502848.0
22;0.5224892276834832;1406.3597412109375;9251283968.0
23;0.5935160859528654;1197.1719970703125;11302906880.0
24;0.5424242853669266;1347.64697265625;11982959616.0
25;0.6116888087068273;1143.64990234375;15769090048.0
26;0.5987599141100131;1181.7279052734375;11084181504.0
27;0.5917693001338675;1202.3165283203125;13755122688.0
28;0.5925590536889609;1199.9906005859375;12003989504.0
29;0.6125540408598369;1141.1016845703125;6225466368.0
30;0.6279183492613813;1095.850830078125;19651733504.0
31;0.5962238350108807;1189.1971435546875;6822208000.0
32;0.5465900018995642;1335.378173828125;8340851200.0
33;0.6229288136329756;1110.5460205078125;12995562496.0
34;0.5859994415182509;1219.309814453125;6552433664.0
35;0.5908988763206022;1204.880126953125;7029993472.0
36;0.6274054613738388;1097.3614501953125;9405615104.0
37;0.6351974803957634;1074.4124755859375;10772746240.0
38;0.639601536669293;1061.4417724609375;8389267456.0
39;0.6006048059389146;1176.29443359375;4361218048.0
40;0.6215970707859315;1114.468017578125;7640308736.0
41;0.6320373858067276;1083.719482421875;16504497152.0
42;0.601317606825545;1174.1949462890625;6560119296.0
43;0.6016520753931551;1173.2099609375;22358577152.0
44;0.6353684462134408;1073.9088134765625;12002752512.0
45;0.5174268855197741;1421.26904296875;8415910912.0
46;0.6221327879034845;1112.890380859375;7945465344.0
47;0.5952456719194366;1192.078125;11423066112.0
48;0.616292068605848;1130.092529296875;21132460032.0
49;0.6193174694745955;1121.1820068359375;8650897408.0
