epoch;r2;mse;phm
0;0.4838773133027223;1194.74658203125;2193702144.0
1;0.5255652759468268;1098.2451171875;4836380672.0
2;0.5169067933459884;1118.288330078125;3708410880.0
3;0.5201478510038557;1110.7857666015625;2397941248.0
4;0.5208425647138712;1109.1776123046875;4308066304.0
5;0.5193229664236313;1112.6951904296875;4300004864.0
6;0.5285459052386761;1091.3455810546875;3813192192.0
7;0.45592397980918453;1259.454345703125;2347164416.0
8;0.39556784503199305;1399.1695556640625;2785265152.0
9;0.5386489633460411;1067.95849609375;2936609280.0
10;0.4902221438108425;1180.0592041015625;1931513088.0
11;0.5414607323334587;1061.4495849609375;4586145792.0
12;0.2685713427782911;1693.147705078125;1461728256.0
13;0.42880879198363964;1322.2220458984375;2679963904.0
14;0.4310436157809625;1317.048583984375;2208983552.0
15;0.518567534864319;1114.44384765625;3456715008.0
16;0.4960941421933912;1166.4664306640625;3047628288.0
17;0.5473556076051488;1047.8038330078125;3891085824.0
18;0.4673722442561822;1232.953369140625;3020250112.0
19;0.47913726954203195;1205.718994140625;1549364480.0
20;0.5423002475821836;1059.5062255859375;2833064192.0
21;0.518884290244316;1113.710693359375;3521811968.0
22;0.5199003291675779;1111.35888671875;4436781056.0
23;0.4390838672459515;1298.4366455078125;1273630976.0
24;0.5266110920237579;1095.8243408203125;6484451840.0
25;0.49074772350328943;1178.8426513671875;5897260544.0
26;0.5530815250265462;1034.5491943359375;3369081344.0
27;0.518805348019261;1113.893310546875;4720307200.0
28;0.5076418734757056;1139.735107421875;4506944000.0
29;0.4721570477673772;1221.8773193359375;2478894592.0
30;0.5200663683883134;1110.9744873046875;6264726528.0
31;0.5129921433890081;1127.35009765625;2989339648.0
32;0.5337658083077317;1079.26220703125;4683234816.0
33;0.5369805914880519;1071.820556640625;4366259712.0
34;0.48707882469197306;1187.3355712890625;3197836288.0
35;0.3828079596582059;1428.70703125;2539707392.0
36;0.4723891450392692;1221.3399658203125;3776271104.0
37;0.534835241701681;1076.78662109375;3374662656.0
38;0.5219699621547922;1106.56787109375;2445265152.0
39;0.3796159108395917;1436.0960693359375;3695403776.0
40;0.5125492277415001;1128.37548828125;3619505664.0
41;0.5056034923167432;1144.453857421875;2882210816.0
42;0.4216954247729897;1338.688232421875;2545396992.0
43;0.466392236916954;1235.221923828125;2598548992.0
44;0.5395154610981481;1065.95263671875;2836178944.0
45;0.5499232475171498;1041.860107421875;3820909056.0
46;0.45722968989883683;1256.4317626953125;4640420864.0
47;0.465989204569769;1236.15478515625;3207893760.0
48;0.5292168899847867;1089.7923583984375;3810837760.0
49;0.5078336508584538;1139.2911376953125;3552263424.0
