epoch;r2;mse;phm
0;0.5631980909145125;1140.6583251953125;3540875264.0
1;-5.15438075967023;16071.4638671875;17850032979968.0
2;0.37522745558148984;1631.52197265625;2843230208.0
3;0.15963954281181347;2194.50537109375;2899421184.0
4;0.5195292941815587;1254.6943359375;2424766720.0
5;0.4598822622113016;1410.4559326171875;3914288640.0
6;0.5723846708758964;1116.668701171875;3853036544.0
7;0.4105373049118305;1539.314697265625;3023285248.0
8;0.24389181519107228;1974.4901123046875;2998186240.0
9;-0.42364258940028243;3717.680419921875;5993200128.0
10;0.5813660695497568;1093.2147216796875;2770550016.0
11;0.06407785459653736;2444.053955078125;2164873728.0
12;0.5236717333571941;1243.8768310546875;3289738496.0
13;0.3502931582118257;1696.6351318359375;3615448832.0
14;0.3372783144997349;1730.621826171875;3155571200.0
15;0.5503841776158303;1174.1204833984375;4155243520.0
16;-1.9149765984160227;7612.1279296875;179322290176.0
17;0.2881073794800375;1859.0262451171875;3913924608.0
18;0.5019014988084696;1300.727294921875;2853577728.0
19;0.24708876027986604;1966.141845703125;4962918912.0
20;0.19956849841407764;2090.235595703125;3524627712.0
21;-0.23615162123718214;3228.06884765625;3452200960.0
22;0.4671846074797754;1391.38671875;2474897408.0
23;0.2673210174364238;1913.3076171875;4263115008.0
24;0.31030819215559846;1801.0513916015625;3000030720.0
25;0.42405960166314827;1504.002685546875;1618909952.0
26;0.5416338212868546;1196.970947265625;4450585600.0
27;-0.22312048742788737;3194.0400390625;4686115.5
28;-0.46087143226796434;3814.898681640625;6844354.0
29;-0.17207953305634116;3060.752197265625;4799301.0
30;-0.16905981390343383;3052.8662109375;4817566.0
31;-0.11123054539764698;2901.8515625;5552481.5
32;-0.19926449287421644;3131.7421875;4697446.0
33;-0.2384950585921104;3234.188720703125;4710633.5
34;-0.15721982467959794;3021.947509765625;4904757.5
35;-0.11953343238794667;2923.53369140625;5389956.0
36;-0.11787116592108804;2919.19287109375;5420547.0
37;-0.08823847577308364;2841.810546875;6154596.0
38;-0.17725002720616745;3074.254150390625;4771504.5
39;-0.16179719162731043;3033.90087890625;4867987.0
40;-0.26237297452262953;3296.542724609375;4790984.5
41;-0.15647185089326876;3019.994384765625;4911152.0
42;-0.25891254454918466;3287.506591796875;4776400.5
43;-0.25430223914557604;3275.46728515625;4758467.0
44;-0.1370135046025791;2969.18115234375;5119805.0
45;-0.5459121289158526;4036.973388671875;8306679.0
46;-0.12184895576107779;2929.58056640625;5348871.5
47;-0.1806908571667274;3083.23974609375;4755339.0
48;-0.08237126731392719;2826.489013671875;6353604.5
49;-0.10110076516220912;2875.3994140625;5787055.0
